id,relevance
1,1.5142857142857142
4,1.834
5,2.2009999999999996
6,2.7660000000000005
7,1.999
8,2.068
10,2.601
11,2.518
12,2.342
13,2.566
14,2.7670000000000003
15,2.5669999999999997
19,2.2009999999999996
22,2.633
24,2.7
25,2.132
26,2.3669999999999995
28,2.5340000000000003
29,1.8113333333333332
30,2.35025
31,2.6
32,2.434
33,2.2340000000000004
36,2.1670000000000003
39,2.5340000000000003
40,2.601
41,2.666
42,2.1
43,2.6339999999999995
44,2.133
45,2.6010000000000004
46,2.568
47,2.5
49,2.6
50,2.5660000000000003
52,2.6659999999999995
53,2.199
54,2.3
55,2.168
56,2.867
57,2.033
58,2.6670000000000003
59,2.634
60,1.9329999999999998
61,2.1659999999999995
62,2.3329999999999997
63,2.7
64,2.7329999999999997
66,2.7670000000000003
67,2.099
68,2.035
70,1.9020000000000004
71,2.5
72,1.566
73,2.168
74,2.0669999999999993
76,2.3
77,2.3659999999999997
78,1.968
79,1.8990000000000002
80,2.632
82,2.566
83,2.433
84,2.1670000000000003
86,2.2009999999999996
87,2.8
89,2.1
91,2.0
93,1.9
94,1.8670000000000002
95,1.9329999999999998
96,2.0
97,1.8340000000000003
98,2.133
99,1.8339999999999996
100,2.668
102,2.3064
103,2.1350000000000002
104,1.8
107,2.6339999999999995
108,2.0010000000000003
109,2.165
110,2.2329999999999997
111,2.3340000000000005
112,2.2659999999999996
115,2.1670000000000003
116,2.033
118,2.601
119,2.533
121,2.3329999999999997
124,2.668
126,2.335
128,2.065
129,2.8009999999999997
130,2.4345
131,2.066
132,2.2340000000000004
133,2.7329999999999997
134,2.3
135,2.4690000000000003
137,2.532
139,2.2670000000000003
140,2.3989999999999996
141,1.9339999999999997
142,2.033
144,2.5340000000000003
145,2.901
146,1.6990000000000003
148,2.2690000000000006
151,2.6340000000000003
152,1.9329999999999998
153,2.533
154,2.367
155,2.1
156,1.9329999999999998
159,2.066
160,2.067
161,2.1670000000000003
163,2.742
167,2.2659999999999996
168,2.3999999999999995
169,2.001
170,2.534
171,2.6670000000000003
173,2.533
174,1.9660000000000004
175,2.3660000000000005
176,1.765
180,2.033
183,2.132
184,2.402
185,2.402
187,2.167
188,1.9009999999999998
189,2.1
190,2.432
192,2.2
194,2.6670000000000003
196,1.501
197,2.1340000000000003
198,2.2339999999999995
199,2.2339999999999995
200,2.3659999999999997
204,2.6670000000000003
206,2.232
207,2.332
208,1.967
209,1.8009999999999997
211,2.7
212,2.099
213,2.533
216,2.7340000000000004
217,2.566
218,2.467
219,2.3009999999999997
220,2.401
221,2.4339999999999997
222,2.435
224,2.335
225,2.3349999999999995
228,2.6
229,2.7340000000000004
230,2.867
231,2.1670000000000003
232,2.0
234,2.668
235,2.668
236,2.3160000000000003
237,2.383
238,2.9
239,2.133
240,2.034
242,2.7340000000000004
243,2.3340000000000005
244,2.226
246,2.668
247,2.4825000000000004
248,2.332
249,2.234
250,2.4
251,2.499
252,2.6350000000000002
253,2.3339999999999996
254,2.3659999999999997
256,2.634
258,1.566
260,2.2
262,2.168
263,2.2660000000000005
264,1.465
265,2.534
267,2.7350000000000003
268,2.222
269,1.8679999999999999
271,2.4
273,2.399
274,2.2659999999999996
277,2.4817500000000003
278,2.3009999999999997
279,2.368
280,2.64975
281,2.4
282,2.835
283,2.5
285,2.7329999999999997
286,2.468
287,1.968
288,2.7009999999999996
289,2.7009999999999996
291,2.2329999999999997
292,2.2670000000000003
295,2.3329999999999997
296,2.3329999999999997
298,2.101
299,2.568
300,2.168
301,2.7020000000000004
302,2.5793333333333335
303,1.832
304,1.6670000000000003
306,2.3669999999999995
307,2.501
308,2.3340000000000005
309,2.8680000000000008
310,2.3669999999999995
311,2.601
312,2.934
313,2.133
315,2.6010000000000004
316,2.022
317,1.9689999999999999
320,2.6340000000000003
321,2.2329999999999997
322,2.467
324,2.7340000000000004
325,2.8329999999999997
326,2.3806
328,2.845
329,2.5020000000000002
330,2.668
332,2.2340000000000004
333,2.133
336,2.4339999999999997
337,1.9433333333333338
338,2.6670000000000003
339,2.2989999999999995
342,2.3339999999999996
344,1.832
345,2.601
348,2.0106666666666664
349,2.8
352,2.367666666666666
353,2.6340000000000003
356,1.999
357,2.7
358,2.401
360,2.433
362,1.967
364,2.4659999999999997
366,2.867
367,2.6340000000000003
368,2.2
369,2.499
370,2.8010000000000006
371,2.6
372,2.3669999999999995
376,2.5264
377,2.8339999999999996
378,2.434
379,2.61625
380,1.9920000000000002
381,2.535
382,2.2670000000000003
383,2.1669999999999994
384,2.6340000000000003
386,2.6
387,2.6
388,2.599
390,2.2329999999999997
391,1.934
392,2.8
393,2.2329999999999997
394,1.8009999999999997
395,2.6
396,2.2670000000000003
398,2.2329999999999997
399,2.6336666666666666
404,2.668
405,2.601
406,2.3329999999999997
409,2.4010000000000007
410,2.433
412,2.6020000000000003
414,2.5670000000000006
415,2.0
416,2.466
417,1.9329999999999998
419,2.1010000000000004
420,2.501
423,2.2
424,2.465
425,1.7009999999999998
426,2.668
427,2.1
428,2.3020000000000005
429,2.6010000000000004
430,1.6990000000000003
431,2.8009999999999997
432,2.2010000000000005
433,2.368
434,2.3329999999999997
435,2.2329999999999997
436,2.634
437,2.967
438,2.9
439,2.8329999999999997
441,2.6
442,2.2669999999999995
443,2.035
448,2.034
449,2.4
450,2.568
451,1.9659999999999997
453,2.8009999999999997
457,2.7659999999999996
460,2.6670000000000003
462,2.633
463,2.6670000000000003
464,2.2340000000000004
465,2.6340000000000003
466,2.8339999999999996
467,2.3329999999999997
471,2.598
472,2.434
474,3.0
477,2.066
482,2.2350000000000003
483,2.467
484,2.6330000000000005
486,2.6
487,2.4010000000000007
488,2.8
489,2.2649999999999997
490,2.2990000000000004
493,2.1
494,2.3340000000000005
495,2.367
496,1.9659999999999997
498,1.934
499,2.432
502,2.734
503,2.7
504,1.634
505,2.3340000000000005
506,2.499
507,2.7009999999999996
509,2.7670000000000003
510,2.3659999999999997
512,2.3
513,2.232
514,2.5989999999999993
515,1.999
518,1.9329999999999998
519,2.468
520,2.7670000000000003
521,2.3009999999999997
522,2.2670000000000003
523,2.1
525,2.4669999999999996
526,2.568
527,2.7670000000000003
528,2.034
529,2.7659999999999996
530,2.367
531,2.3760000000000003
532,2.2
534,2.2
535,2.3
537,2.3009999999999997
538,2.5
539,2.7340000000000004
540,2.568
541,2.566
543,2.3649999999999998
545,2.6670000000000003
546,2.5505000000000004
547,2.2329999999999997
548,2.3340000000000005
550,2.6340000000000003
552,2.1990000000000003
553,2.1935000000000002
554,1.9329999999999998
555,2.7010000000000005
556,2.4
558,2.401
560,2.8009999999999997
561,2.0340000000000003
564,2.599
565,2.2990000000000004
566,2.6010000000000004
567,2.0
569,2.6020000000000003
570,2.567
574,1.8359999999999999
575,2.7
577,2.3340000000000005
578,2.633
579,2.1670000000000003
580,2.532
586,2.268
587,2.6340000000000003
588,2.467
589,1.932
590,2.7
592,2.3329999999999997
594,2.368
596,2.032
597,2.7329999999999997
598,2.132
599,2.6659999999999995
601,2.335
602,2.8
603,1.9
604,2.2009999999999996
607,2.133
608,2.1670000000000003
609,1.8329999999999997
610,2.367
612,2.435
613,2.5349999999999997
614,2.035
615,2.58
616,2.742
617,2.501
618,2.6
620,2.7670000000000003
621,2.8
622,2.6670000000000003
623,2.1494999999999997
624,2.6
625,2.2990000000000004
627,2.099
628,2.400000000000001
629,2.7340000000000004
631,2.3329999999999997
632,2.3329999999999997
633,2.001
638,2.334
639,2.0
641,2.3
645,2.367
647,2.7329999999999997
648,2.2329999999999997
649,2.7670000000000003
650,2.433
651,2.7329999999999997
654,2.534
655,2.333
656,2.5
657,2.6340000000000003
658,2.6659999999999995
664,2.5
665,2.7329999999999997
667,2.533
672,2.2
673,2.533
675,2.2659999999999996
676,2.1
678,1.866
681,2.566
683,2.4
684,2.366
685,2.8
689,2.6670000000000003
692,2.1990000000000003
693,2.4917499999999997
694,2.967
695,2.4917499999999997
697,2.1670000000000003
698,2.867
699,2.4989999999999997
701,2.6
702,2.6
703,2.3009999999999997
704,2.1989999999999994
705,2.132
706,2.30875
707,2.532
708,2.382
709,2.1659999999999995
710,2.7670000000000003
711,2.7670000000000003
714,2.7
716,2.367
717,2.7990000000000004
719,2.499
720,2.276
721,2.399
723,2.3010000000000006
724,2.867
725,2.768
727,2.499
728,2.5159999999999996
729,2.7340000000000004
730,2.566
732,2.2329999999999997
733,2.8339999999999996
735,2.1660000000000004
736,1.9329999999999998
738,2.768
741,2.567
744,2.166
746,1.9660000000000004
747,2.565
750,2.1659999999999995
752,2.1
754,1.8329999999999997
755,2.4330000000000003
757,2.4339999999999997
761,2.2340000000000004
762,2.2009999999999996
766,2.3
767,1.8563333333333332
768,2.632
769,2.9
770,2.3
772,2.067
774,2.4650000000000003
775,2.435
776,2.351
777,2.0989999999999993
779,2.567
780,2.7329999999999997
781,2.033
782,2.067
783,2.3329999999999997
785,2.283
786,1.9659999999999997
788,2.3670000000000004
789,2.368
792,2.5340000000000003
793,2.567
794,2.6340000000000003
795,1.9659999999999997
796,2.6010000000000004
797,2.8009999999999997
798,2.8009999999999997
799,2.5020000000000002
802,2.0
803,2.7010000000000005
804,2.8
805,2.233
806,2.7
807,2.5340000000000003
808,2.6670000000000003
809,1.467
810,2.4659999999999997
813,2.4010000000000007
814,2.5
815,2.133
816,2.4999999999999996
820,2.5010000000000003
821,2.368
822,2.401
823,2.468
825,2.5660000000000003
827,2.7412
829,1.9669999999999994
830,1.8340000000000003
833,2.2
834,2.3
835,2.217
836,2.468
838,2.7659999999999996
839,2.2340000000000004
840,2.511333333333333
841,2.4
842,2.5330000000000004
845,2.0
846,1.7325
848,2.6670000000000003
849,2.8340000000000005
850,2.433
851,2.5010000000000003
853,2.6670000000000003
